"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"81261"	734495	241362	5	0	"2001/01/10"	"2001/03/14"	1	3321654
"91575"	736081	210284	5	0	"2001/01/10"	"2001/01/26"	1	46335
"161957"	753544	376706	4	0	"2001/01/10"	"2001/06/20"	1	165915759489
"70835"	1374588548	925077380	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"247450"	785299	363527	3	0	"2001/01/10"	"2001/04/01"	1	2531403
"61296"	729178	232535	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"124333"	743944	326177	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"103058"	2139590276	260608	3	1	"2001/01/10"	"2001/08/30"	1	2522131
"134371"	747812	209543	2	1	"2001/01/10"	"2001/04/19"	1	2521901
"54871"	1160416900	210789	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"146828"	3268120196	513993	5	0	"2001/01/10"	"2001/01/22"	1	2522317
"122302"	2607648388	401356	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"247470"	785320	208103	4	0	"2001/01/10"	"2001/04/01"	1	2531403
"102092"	2116456068	477207	4	0	"2001/01/10"	"2001/08/30"	1	2522131
"158739"	3765079684	265981	4	0	"2001/01/10"	"2001/11/15"	1	165915759489
"262634"	792885	2437648260	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"292191"	809017	302444	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"259103"	790880	307583	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"99925"	2063109764	418408	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"299026"	812333	340421	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"93504"	737138	284130	5	0	"2001/01/10"	"2001/01/26"	1	46335
"288297"	807348	418988	4	0	"2001/01/10"	"2001/08/21"	1	-1
"89380"	1872924292	2030276484	5	0	"2001/01/10"	"2001/01/21"	1	-1
"201246"	767115	299917	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"260950"	791952	233068	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"162991"	754223	245622	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"153047"	3533213316	202911	5	0	"2001/01/10"	"2001/03/29"	1	165915759489
"146548"	3246427780	200338	5	0	"2001/01/10"	"2001/08/20"	1	2522317
"141797"	3213594244	372535	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"78088"	732728	245774	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"121542"	2560003716	398175	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"123673"	2691403396	201226	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"25041"	724060	204441	4	0	"2001/01/10"	"2002/01/13"	1	2522726
"192616"	764685	334400	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"81178"	734447	344529	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"34508"	785747588	392860	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"74204"	1487638148	342609	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"292273"	809042	204873	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"128402"	2780991108	312825	3	0	"2001/01/10"	"2001/02/11"	1	2521901
"97553"	1988660868	380461	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"31681"	725470	256565	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"113654"	739963	240913	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"217493"	772030	289553	5	0	"2001/01/10"	"2001/03/09"	1	6205
"49236"	1042124420	1526566788	5	0	"2001/01/10"	"2001/05/20"	1	2522499
"241889"	782341	255181	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"194942"	4046950020	367612	2	0	"2001/01/10"	"2001/10/20"	1	2522488
"202685"	767517	254134	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"183417"	761886	200396	5	0	"2001/01/10"	"2001/09/28"	1	2531404
"178723"	4027158148	3202781060	5	0	"2001/01/10"	"2003/06/02"	1	2531389
"115985"	741446	558451	4	0	"2001/01/10"	"2001/07/13"	1	2522131
"162634"	754072	243284	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"188842"	763619	342772	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"2017"	193433220	271567	5	0	"2001/01/10"	"2001/03/29"	1	6205
"160311"	752556	248119	4	0	"2001/01/10"	"2001/06/20"	1	2518365
"198409"	766450	625808	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"103811"	2161675908	326834	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"5985"	719644	323666	5	0	"2001/01/10"	"2001/10/27"	1	-1
"84584"	1671597700	257888	3	0	"2001/01/10"	"2001/05/05"	1	46335
"88221"	1821740676	433200	3	0	"2001/01/10"	"2001/07/31"	1	46335
"96001"	1924304516	413254	5	0	"2001/01/10"	"2001/02/17"	1	2522131
"124249"	743872	316345	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"264517"	793989	366818	2	1	"2001/01/10"	"2001/06/21"	1	2531403
"155594"	3648425604	426746	3	0	"2001/01/10"	"2001/04/20"	1	165915759489
"267924"	795720	205464	5	0	"2001/01/10"	"2001/06/12"	1	2531403
"276234"	799973	573407	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"224650"	774946	530256	4	0	"2001/01/10"	"2001/02/07"	1	6205
"195467"	765720	338643	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"15737"	371953284	277629	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"222607"	774102	205645	4	0	"2001/01/10"	"2001/10/30"	1	6205
"216694"	771917	386644	5	0	"2001/01/10"	"2001/03/09"	1	6205
"89927"	734826	450703	5	0	"2001/01/10"	"2001/01/21"	1	-1
"169322"	3885928068	213141	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"161496"	753125	405503	5	0	"2001/01/10"	"2001/06/20"	1	6205
"181662"	761073	591938	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"49873"	1056411268	205314	5	0	"2001/01/10"	"2001/02/07"	1	2522499
"300709"	812988	205639	5	0	"2001/01/10"	"2001/08/07"	1	2522726
"151388"	3460730500	212893	4	0	"2001/01/10"	"2001/08/28"	1	2518365
"254722"	788754	552795	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"105177"	2206961284	264321	4	0	"2001/01/10"	"2001/09/12"	1	2522131
"161990"	753589	282870	3	0	"2001/01/10"	"2001/06/20"	1	165915759489
"245108"	784047	350170	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"157147"	3701968516	210284	4	0	"2001/01/10"	"2001/11/15"	1	2518365
"258048"	790361	288761	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"75088"	1503497860	332713	4	0	"2001/01/10"	"2001/05/07"	1	3321654
"242490"	782701	248119	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"167562"	3846672004	370291	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"277158"	800645	526523	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"296313"	810858	446901	5	0	"2001/01/10"	"2001/10/05"	1	2522726
"62086"	729578	277533	4	0	"2001/01/10"	"2001/08/16"	1	2522499
"22669"	723054	2413727620	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"233445"	778478	255202	5	0	"2001/01/10"	"2001/01/31"	1	-1
"181623"	761073	249990	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"213558"	770832	324994	5	0	"2001/01/10"	"2001/03/09"	1	6205
"88571"	1838386820	296904	5	0	"2001/01/10"	"2001/07/31"	1	46335
"296661"	811074	533485	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"214951"	771285	290995	5	0	"2001/01/10"	"2001/03/09"	1	6205
"142988"	749074	241850	5	0	"2001/01/10"	"2001/08/22"	1	2522535
"234020"	778746	423230	5	0	"2001/01/10"	"2001/01/31"	1	6205
"169882"	3901197956	222351	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"155053"	3617623684	204887	5	0	"2001/01/10"	"2001/11/28"	1	165915759489
"86263"	1736085124	506272	5	0	"2001/01/10"	"2001/04/18"	1	46335
"164756"	755120	269106	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"181648"	761073	569572	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"79379"	733710	295348	3	0	"2001/01/10"	"2001/02/06"	1	3321654
"201570"	767201	489722	4	0	"2001/01/10"	"2002/02/14"	1	2522488
"30802"	710250116	210284	3	0	"2001/01/10"	"2001/08/23"	1	2522495
"260163"	791620	253361	3	0	"2001/01/10"	"2001/08/05"	1	2531403
"38603"	726547	506272	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"183037"	761717	241850	5	0	"2001/01/10"	"2001/09/28"	1	2531404
"296358"	810927	536705	5	0	"2001/01/10"	"2001/10/05"	1	2522726
"83134"	1632603780	233472	5	0	"2001/01/10"	"2001/10/30"	1	-1
"182597"	761583	281871	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"129733"	2837745284	220891	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"159548"	3801190020	202911	3	0	"2001/01/10"	"2001/06/20"	1	2518365
"260650"	791799	411293	3	0	"2001/01/10"	"2001/08/05"	1	2531403
"168230"	3860696708	450803	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"80997"	734338	286650	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"43443"	913739396	326177	5	0	"2001/01/10"	"2001/06/21"	1	30971265
"63099"	729979	236756	4	0	"2001/01/10"	"2001/08/16"	1	2522499
"95854"	1917881988	276559	5	0	"2001/01/10"	"2001/02/17"	1	2522131
"60693"	728990	413254	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"72952"	1442811524	216022	5	0	"2001/01/10"	"2002/07/31"	1	3321654
"86712"	1750175364	210284	5	0	"2001/01/10"	"2001/07/31"	1	46335
"196998"	766108	693231	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"66419"	731051	282884	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"50030"	1058246276	306201	5	0	"2001/01/10"	"2001/02/07"	1	2522499
"93362"	737029	423604	5	0	"2001/01/10"	"2001/01/26"	1	46335
"66307"	731007	238311	4	0	"2001/01/10"	"2001/09/06"	1	2522499
"46598"	981503620	477433	5	0	"2001/01/10"	"2002/02/21"	1	2522499
"167237"	3836513924	206437	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"55779"	1191677572	413254	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"29062"	725215	207186	3	0	"2001/01/10"	"2001/08/23"	1	2531403
"16245"	721743	204358	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"1837"	185962116	494775	3	0	"2001/01/10"	"2001/03/29"	1	6205
"56461"	1205374596	531141	4	0	"2001/01/10"	"2001/02/09"	1	2522499
"194057"	4045573764	302684	2	1	"2001/01/10"	"2003/01/03"	1	2522488
"184456"	762242	281871	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"121641"	2563608196	379808	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"257305"	789957	200500	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"140314"	3166473860	259745	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"299188"	4138438276	3236269956	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"272994"	798680	216022	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"4848"	265719428	204278	5	0	"2001/01/10"	"2001/03/29"	1	-1
"81821"	1586531972	342046	5	0	"2001/01/10"	"2001/09/28"	1	46335
"180356"	760282	372200	5	0	"2001/01/10"	"2003/06/02"	1	2522535
"297005"	811351	492344	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"211562"	770152	265981	5	0	"2001/01/10"	"2001/02/23"	1	-1
"228252"	4063596164	305160	5	0	"2001/01/10"	"2001/01/31"	1	-1
"161319"	3809054340	351674	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"249311"	786368	260779	5	1	"2001/01/10"	"2001/04/01"	1	2531403
"212021"	770298	314858	5	0	"2001/01/10"	"2001/02/23"	1	6205
"15003"	721669	204418	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"70753"	1373015684	307076	2	1	"2001/01/10"	"2001/03/27"	1	3321654
"210231"	769623	445619	5	0	"2001/01/10"	"2001/02/23"	1	-1
"34169"	780504708	256565	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"86210"	1733004932	1723502468	4	0	"2001/01/10"	"2001/04/18"	1	46335
"85282"	1698205316	249990	5	0	"2001/01/10"	"2001/05/05"	1	46335
"77758"	732616	210056	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"260822"	791900	3264581508	5	1	"2001/01/10"	"2001/08/05"	1	2531403
"255703"	789279	289843	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"103781"	2160955012	431998	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"218590"	772313	432043	5	0	"2001/01/10"	"2001/03/09"	1	6205
"35927"	822709892	235766	5	0	"2001/01/10"	"2001/06/13"	1	2522498
"196657"	765982	293737	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"130341"	2874773124	212893	3	0	"2001/01/10"	"2002/03/10"	1	2521901
"33219"	744066692	346282	5	0	"2001/01/10"	"2001/08/23"	1	2522498
"10387"	299470468	2270596996	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"236765"	779785	347027	5	0	"2001/01/10"	"2001/02/04"	1	6205
"24655"	723680	204239	5	0	"2001/01/10"	"2002/01/13"	1	2522726
"43167"	899976836	326177	5	0	"2001/01/10"	"2001/04/04"	1	30971265
"123654"	2691272324	379568	4	0	"2001/01/10"	"2001/05/13"	1	2531389
"8128"	720469	294947	5	0	"2001/01/10"	"2001/01/21"	1	6205
"210723"	769709	571330	5	0	"2001/01/10"	"2001/02/23"	1	6205
"197833"	766348	442980	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"16412"	721826	1331597188	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"102654"	2132840068	210495	4	0	"2001/01/10"	"2001/08/30"	1	2522131
"285732"	806251	301950	5	0	"2001/01/10"	"2001/10/30"	1	2522726
"38635"	726547	333720	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"224414"	774838	216022	5	0	"2001/01/10"	"2001/02/07"	1	6205
"179768"	760082	3167457156	5	1	"2001/01/10"	"2003/06/02"	1	2522726
"273274"	798818	216022	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"2470"	202804868	392860	5	0	"2001/01/10"	"2001/03/29"	1	-1
"95352"	1883541124	368725	5	0	"2001/01/10"	"2001/02/17"	1	2522131
"52713"	1116114564	394804	5	0	"2001/01/10"	"2001/01/23"	1	2522499
"179545"	4032794244	342702	4	0	"2001/01/10"	"2003/06/02"	1	2522499
"243203"	782887	204358	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"295051"	810187	266240	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"189432"	763816	200500	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"289354"	807784	336326	4	0	"2001/01/10"	"2001/09/02"	1	2522726
"118458"	742810	235717	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"194023"	765231	346537	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"204793"	768034	413254	5	0	"2001/01/10"	"2002/02/14"	1	-1
"30131"	691572356	235717	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"81563"	1571131012	210284	3	0	"2001/01/10"	"2001/09/28"	1	46335
"241634"	782264	207186	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"158070"	3735654020	241636	5	0	"2001/01/10"	"2001/11/15"	1	6205
"15343"	356748932	292702	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"180950"	760780	650180	3	0	"2001/01/10"	"2003/06/02"	1	-1
"29279"	676105860	499274	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"235790"	779193	562458	5	0	"2001/01/10"	"2001/01/31"	1	6205
"184629"	762269	254134	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"11429"	322932356	200338	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"258016"	790327	210284	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"135973"	748602	239076	5	0	"2001/01/10"	"2001/06/06"	1	2522265
"226376"	775841	279580	5	0	"2001/01/10"	"2002/07/31"	1	6205
"65603"	730852	281871	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"270953"	797544	369582	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"295535"	810410	225692	5	0	"2001/01/10"	"2001/10/05"	1	2522726
"107207"	2285670020	389529	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"101745"	2113900164	333720	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"49273"	1042452100	320093	5	0	"2001/01/10"	"2001/05/20"	1	2522499
"79649"	733784	234901	5	0	"2001/01/10"	"2001/06/10"	1	3321654
"220578"	773276	346777	3	0	"2001/01/10"	"2001/04/23"	1	6205
"85227"	1696894596	370724	4	0	"2001/01/10"	"2001/05/05"	1	46335
"9728"	291278468	380433	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"107079"	2273873540	309973	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"204378"	767956	201138	5	0	"2001/01/10"	"2002/02/14"	1	6205
"47294"	1000312452	222557	5	0	"2001/01/10"	"2001/03/19"	1	2522499
"86412"	1736609412	259745	5	0	"2001/01/10"	"2001/04/18"	1	46335
"108793"	2353434244	242264	5	0	"2001/01/10"	"2001/04/20"	1	2522131
"244155"	783403	3242495876	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"219406"	772656	300048	5	0	"2001/01/10"	"2001/03/09"	1	6205
"228100"	776342	533854	4	0	"2001/01/10"	"2002/07/31"	1	6205
"80028"	734029	373235	3	0	"2001/01/10"	"2003/05/06"	1	3321654
"18477"	436964996	222663	5	0	"2001/01/10"	"2001/05/18"	1	2531403
"122335"	2607648388	255170	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"154914"	3603009156	242264	4	0	"2001/01/10"	"2001/11/28"	1	6205
"8735"	720711	465597	5	0	"2001/01/10"	"2001/04/10"	1	-1
"233382"	778478	200338	5	0	"2001/01/10"	"2001/01/31"	1	-1
"261403"	792276	372134	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"57486"	1232768644	264989	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"286977"	806706	437836	5	0	"2001/01/10"	"2001/10/30"	1	2522726
"73968"	1480232580	200500	5	0	"2001/01/10"	"2001/01/26"	1	3321654
"215208"	771380	359811	5	0	"2001/01/10"	"2001/03/09"	1	-1
"221506"	773549	396664	5	0	"2001/01/10"	"2001/10/30"	1	6205
"119909"	2471333508	281871	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"70171"	1354337924	232535	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"272083"	798305	3220344708	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"85133"	1689292420	418119	5	0	"2001/01/10"	"2001/05/05"	1	46335
"33458"	755011204	204549	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"191411"	764306	306568	5	0	"2001/01/10"	"2001/06/21"	1	2522488
"281910"	804149	313278	5	0	"2001/01/10"	"2001/02/06"	1	2531403
"227340"	776108	234604	5	0	"2001/01/10"	"2002/07/31"	1	-1
"185738"	762497	380439	4	0	"2001/01/10"	"2001/09/28"	1	2522488
"84169"	1648397956	401356	5	0	"2001/01/10"	"2001/10/30"	1	46335
"179201"	4030500484	239861	5	0	"2001/01/10"	"2003/06/02"	1	6205
"276738"	800177	257888	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"135359"	3025112708	210284	4	0	"2001/01/10"	"2001/06/06"	1	2522265
"237553"	780250	3220344708	5	0	"2001/01/10"	"2001/02/04"	1	6205
"116119"	741606	286270	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"54178"	1148882564	437448	3	0	"2001/01/10"	"2001/02/09"	1	2522499
"224065"	774627	336326	5	0	"2001/01/10"	"2001/02/07"	1	-1
"197654"	766308	489722	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"144747"	749636	505365	5	0	"2001/01/10"	"2002/05/11"	1	2522535
"280784"	803271	361989	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"259895"	791464	568046	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"69049"	1314688644	454822	5	0	"2001/01/10"	"2001/09/06"	1	2923567
"199725"	766784	502205	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"74219"	1487638148	302584	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"51850"	1094487684	531141	5	0	"2001/01/10"	"2001/01/19"	1	2522499
"182535"	761541	466736	4	0	"2001/01/10"	"2002/02/18"	1	2531404
"132785"	746617	203772	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"154335"	3575811716	322132	5	0	"2001/01/10"	"2001/11/28"	1	165915759489
"98141"	2007862916	243081	3	0	"2001/01/10"	"2001/01/18"	1	2522131
"267030"	795264	256928	5	0	"2001/01/10"	"2002/02/15"	1	2531403
"154633"	3589508740	204945	5	0	"2001/01/10"	"2001/11/28"	1	2518365
"158746"	3765603972	332261	4	0	"2001/01/10"	"2001/11/15"	1	2518365
"154473"	3579022980	380175	4	0	"2001/01/10"	"2001/11/28"	1	165915759489
"42244"	869568132	312291	5	0	"2001/01/10"	"2001/04/14"	1	2522535
"145075"	749928	200573	5	0	"2001/01/10"	"2001/08/20"	1	2522535
"125276"	744636	435404	4	0	"2001/01/10"	"2001/05/13"	1	2531389
"158631"	3759115908	530019	4	0	"2001/01/10"	"2001/11/15"	1	2518365
"230166"	777258	618131	4	0	"2001/01/10"	"2001/01/31"	1	6205
"246755"	785101	284130	4	0	"2001/01/10"	"2001/04/17"	1	2531403
"280088"	4110847620	506116	5	0	"2001/01/10"	"2003/05/10"	1	2531403
"122022"	2592181892	506272	5	0	"2001/01/10"	"2001/05/08"	1	2531389
"94458"	737664	234885	5	0	"2001/01/10"	"2001/02/17"	1	46335
"192691"	764707	209674	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"136744"	3060436612	244271	3	1	"2001/01/10"	"2001/03/13"	1	2522535
"165480"	755495	233600	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"155069"	3618213508	318628	4	0	"2001/01/10"	"2001/11/28"	1	2518365
"257253"	789932	248520	2	1	"2001/01/10"	"2001/08/05"	1	2531403
"81410"	1565822596	224115	5	0	"2001/01/10"	"2001/09/28"	1	46335
"91114"	735758	2543423364	5	0	"2001/01/10"	"2001/01/26"	1	46335
"66574"	731075	293646	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"89205"	1866698372	241578	3	0	"2001/01/10"	"2001/07/31"	1	46335
"192258"	764580	422992	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"133377"	747192	415509	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"134965"	3007680132	260558	5	0	"2001/01/10"	"2001/06/06"	1	2522265
"219561"	772736	237339	5	0	"2001/01/10"	"2001/03/09"	1	6205
"259501"	791203	243014	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"142479"	748800	216631	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"263489"	793288	315530	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"38526"	726547	302584	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"287995"	807268	346537	5	0	"2001/01/10"	"2001/08/21"	1	2522726
"226021"	775681	279675	5	0	"2001/01/10"	"2002/07/31"	1	6205
"146583"	3246427780	212893	5	0	"2001/01/10"	"2001/08/20"	1	2522317
"43100"	896306820	895061892	5	0	"2001/01/10"	"2001/04/04"	1	30971265
"298594"	4137782916	3188297604	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"71189"	1385205380	280831	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"120153"	2479656580	282870	3	1	"2001/01/10"	"2001/05/08"	1	2531389
"73429"	1460178564	526497	5	0	"2001/01/10"	"2001/10/15"	1	3321654
"258632"	790555	315578	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"76251"	1542491780	423230	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"194709"	765449	345022	5	0	"2001/01/10"	"2001/04/17"	1	2522488
"164114"	754744	243081	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"6560"	719715	279109	5	0	"2001/01/10"	"2002/02/17"	1	6205
"269580"	796786	505314	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"22876"	723235	553461	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"38409"	726499	287856	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"203280"	767662	3264581508	5	1	"2001/01/10"	"2002/02/14"	1	2522488
"192394"	764606	241374	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"89881"	734767	243030	5	0	"2001/01/10"	"2001/01/21"	1	46335
"290833"	808564	3200946052	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"74939"	1498189444	210362	5	0	"2001/01/10"	"2001/05/07"	1	3321654
"274929"	799420	276562	3	0	"2001/01/10"	"2001/11/15"	1	2531403
"18821"	452955780	383150	4	0	"2001/01/10"	"2001/05/18"	1	2531403
"193806"	4044787332	303530	4	0	"2001/01/10"	"2003/01/03"	1	2522488
"61906"	729493	356831	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"98419"	2015137412	261079	4	0	"2001/01/10"	"2001/01/18"	1	2522131
"84425"	1663471236	286861	5	0	"2001/01/10"	"2001/10/12"	1	46335
"275121"	799480	205639	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"199468"	766756	536011	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"223803"	774542	304809	4	0	"2001/01/10"	"2001/02/07"	1	6205
"128168"	2764607108	210284	5	0	"2001/01/10"	"2001/02/11"	1	2521901
"134230"	747715	277629	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"65652"	730852	208905	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"251103"	787192	212893	5	0	"2001/01/10"	"2001/04/01"	1	2531403
"124260"	743872	335034	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"112585"	739229	269106	4	0	"2001/01/10"	"2001/03/07"	1	2522131
"160853"	752867	495672	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"274558"	799353	221034	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"72353"	1421119108	362623	5	0	"2001/01/10"	"2003/05/26"	1	3321654
"51981"	1098485380	241729	5	0	"2001/01/10"	"2001/03/14"	1	2522499
"21849"	722540	222557	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"214763"	771249	237829	4	0	"2001/01/10"	"2001/03/09"	1	6205
"159544"	3800796804	202911	3	0	"2001/01/10"	"2001/06/20"	1	6205
"233652"	778567	268006	5	0	"2001/01/10"	"2001/01/31"	1	6205
"33148"	740462212	241374	5	0	"2001/01/10"	"2001/08/23"	1	2522498
"22412"	722882	532624	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"251157"	787244	301396	4	0	"2001/01/10"	"2001/04/01"	1	2531403
"12697"	345804420	280006	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"98676"	2024509060	473928	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"91718"	736144	426286	5	0	"2001/01/10"	"2001/01/26"	1	-1
"213977"	770947	200338	5	0	"2001/01/10"	"2001/03/09"	1	6205
"201666"	767228	380439	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"91958"	736226	201180	5	0	"2001/01/10"	"2001/01/26"	1	46335
"173717"	757158	468500	4	0	"2001/01/10"	"2002/04/10"	1	2522482
"69383"	732109	216482	4	0	"2001/01/10"	"2001/09/06"	1	2923567
"221998"	773716	242568	5	0	"2001/01/10"	"2001/10/30"	1	6205
"270002"	796958	200204	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"4714"	258444932	228845	5	0	"2001/01/10"	"2001/03/29"	1	-1
